"","workerid","noun","nounclass","predicateposition","predicate","correctresponse","correctclass","response"
"1658","28","ventilador","furniture","rightpredicate1","rojo",0.87,"color",0.13
"1659","28","silla","furniture","rightpredicate1","liso",0.48,"texture",0.52
"1660","28","escritorio","furniture","rightpredicate1","largo",0.87,"size",0.13
"1661","28","queso","food","rightpredicate1","mexicano",0.85,"nationality",0.15
"1662","28","ventilador","furniture","rightpredicate1","corto",0.58,"size",0.42
"1663","28","televisi&oacute;n ","furniture","rightpredicate1","rojo",0.86,"color",0.14
"1664","28","zanahoria","food","rightpredicate1","enorme",0.8,"size",0.2
"1665","38","zanahoria","food","rightpredicate1","duro",0.31,"texture",0.69
"1666","38","zanahoria","food","rightpredicate1","mexicano",0.9,"nationality",0.1
"1667","38","manzana","food","rightpredicate1","malo",0.14,"quality",0.86
"1668","38","silla","furniture","rightpredicate1","espa&ntilde;ol",0.13,"nationality",0.87
"1669","38","televisi&oacute;n ","furniture","rightpredicate1","suave",0.83,"texture",0.17
"1670","38","manzana","food","rightpredicate1","malo",0.86,"quality",0.14
"1671","38","zanahoria","food","rightpredicate1","min&uacute;sculo",0.11,"size",0.89
"1672","38","escritorio","furniture","rightpredicate1","suave",0.09,"texture",0.91
"1673","38","queso","food","rightpredicate1","amarillo",0.9,"color",0.1
"1674","38","pl&aacute;tano","food","rightpredicate1","suave",0.83,"texture",0.17
"1675","38","tomate","food","rightpredicate1","grande",0.94,"size",0.0600000000000001
"1676","38","silla","furniture","rightpredicate1","verde",0.85,"color",0.15
"1677","38","sof&aacute; ","furniture","rightpredicate1","liso",0.09,"texture",0.91
"1678","38","queso","food","rightpredicate1","peque&ntilde;o",0.03,"size",0.97
"1679","38","sof&aacute; ","furniture","rightpredicate1","bueno",0.87,"quality",0.13
"1680","38","queso","food","rightpredicate1","suave",0.01,"texture",0.99
"1681","38","televisi&oacute;n ","furniture","rightpredicate1","malo",0.95,"quality",0.05
"1682","38","manzana","food","rightpredicate1","marr&oacute;n",0.04,"color",0.96
"1683","38","sof&aacute; ","furniture","rightpredicate1","cuadrado",0.05,"shape",0.95
"1684","38","silla","furniture","rightpredicate1","amarillo",0.03,"color",0.97
"1685","38","silla","furniture","rightpredicate1","cuadrado",0.0600000000000001,"shape",0.94
"1686","38","escritorio","furniture","rightpredicate1","min&uacute;sculo",0.1,"size",0.9
"1687","38","queso","food","rightpredicate1","rojo",0.12,"color",0.88
"1688","38","televisi&oacute;n ","furniture","rightpredicate1","espa&ntilde;ol",0.11,"nationality",0.89
"1689","38","tomate","food","rightpredicate1","viejo",0.94,"age",0.0600000000000001
"1690","38","escritorio","furniture","rightpredicate1","suave",0.09,"texture",0.91
"1691","48","manzana","food","rightpredicate1","largo",0.17,"size",0.83
"1692","48","pl&aacute;tano","food","rightpredicate1","corto",0.15,"size",0.85
"1693","48","televisi&oacute;n ","furniture","rightpredicate1","nuevo",0.42,"age",0.58
"1694","48","pl&aacute;tano","food","rightpredicate1","azul",0,"color",1
"1695","48","zanahoria","food","rightpredicate1","espa&ntilde;ol",0.03,"nationality",0.97
"1696","48","pl&aacute;tano","food","rightpredicate1","liso",0.82,"texture",0.18
"1697","48","manzana","food","rightpredicate1","americano",0.13,"nationality",0.87
"1698","48","silla","furniture","rightpredicate1","cuadrado",0.01,"shape",0.99
"1699","48","queso","food","rightpredicate1","largo",0.39,"size",0.61
"1700","48","televisi&oacute;n ","furniture","rightpredicate1","corto",0.48,"size",0.52
"1701","48","silla","furniture","rightpredicate1","americano",0,"nationality",1
"1702","48","ventilador","furniture","rightpredicate1","malo",0.51,"quality",0.49
"1703","48","sof&aacute; ","furniture","rightpredicate1","espa&ntilde;ol",0,"nationality",1
"1704","48","pl&aacute;tano","food","rightpredicate1","corto",0.85,"size",0.15
"1705","48","televisi&oacute;n ","furniture","rightpredicate1","malo",0,"quality",1
"1706","48","tomate","food","rightpredicate1","viejo",0.82,"age",0.18
"1707","48","queso","food","rightpredicate1","mexicano",0.96,"nationality",0.04
"1708","48","queso","food","rightpredicate1","bueno",0.21,"quality",0.79
"1709","48","zanahoria","food","rightpredicate1","morado",0.8,"color",0.2
"1710","48","pl&aacute;tano","food","rightpredicate1","podrido",0.0600000000000001,"age",0.94
"1711","48","queso","food","rightpredicate1","amarillo",0.99,"color",0.01
"1712","48","escritorio","furniture","rightpredicate1","malo",0.25,"quality",0.75
"1713","48","ventilador","furniture","rightpredicate1","bueno",0.34,"quality",0.66
"1714","48","silla","furniture","rightpredicate1","cuadrado",0.18,"shape",0.82
"1715","48","queso","food","rightpredicate1","morado",0.17,"color",0.83
"1716","48","queso","food","rightpredicate1","suave",0.27,"texture",0.73
"1717","50","televisi&oacute;n ","furniture","rightpredicate1","bueno",0.92,"quality",0.08
"1718","50","pl&aacute;tano","food","rightpredicate1","viejo",0.99,"age",0.01
"1719","50","televisi&oacute;n ","furniture","rightpredicate1","americano",0.92,"nationality",0.08
"1720","50","ventilador","furniture","rightpredicate1","americano",0.02,"nationality",0.98
"1721","50","queso","food","rightpredicate1","suave",0.98,"texture",0.02
"1722","50","silla","furniture","rightpredicate1","morado",0.02,"color",0.98
"1723","50","sof&aacute; ","furniture","rightpredicate1","bueno",0.97,"quality",0.03
"1724","50","pl&aacute;tano","food","rightpredicate1","azul",0.96,"color",0.04
"1725","50","televisi&oacute;n ","furniture","rightpredicate1","verde",0.99,"color",0.01
"1726","50","escritorio","furniture","rightpredicate1","malo",0.93,"quality",0.0700000000000001
"1727","50","escritorio","furniture","rightpredicate1","enorme",0.91,"size",0.09
"1728","50","manzana","food","rightpredicate1","corto",0.05,"size",0.95
"1729","50","ventilador","furniture","rightpredicate1","bueno",0.02,"quality",0.98
"1730","50","ventilador","furniture","rightpredicate1","viejo",0.97,"age",0.03
"1731","50","pl&aacute;tano","food","rightpredicate1","corto",0.98,"size",0.02
"1732","50","escritorio","furniture","rightpredicate1","mexicano",0.99,"nationality",0.01
"1733","50","escritorio","furniture","rightpredicate1","suave",0.02,"texture",0.98
"1734","50","manzana","food","rightpredicate1","grande",0.98,"size",0.02
"1735","50","silla","furniture","rightpredicate1","verde",0,"color",1
"1736","50","silla","furniture","rightpredicate1","peque&ntilde;o",0.99,"size",0.01
"1737","50","manzana","food","rightpredicate1","largo",0.96,"size",0.04
"1738","50","escritorio","furniture","rightpredicate1","grande",0.98,"size",0.02
"1739","50","silla","furniture","rightpredicate1","nuevo",0.98,"age",0.02
"1740","50","silla","furniture","rightpredicate1","podrido",0.94,"age",0.0600000000000001
"1741","50","televisi&oacute;n ","furniture","rightpredicate1","min&uacute;sculo",0.89,"size",0.11
"1742","50","escritorio","furniture","rightpredicate1","americano",0.02,"nationality",0.98
"1743","55","manzana","food","rightpredicate1","corto",0.02,"size",0.98
"1744","55","silla","furniture","rightpredicate1","viejo",0.49,"age",0.51
"1745","55","silla","furniture","rightpredicate1","fresco",0.51,"age",0.49
"1746","55","zanahoria","food","rightpredicate1","marr&oacute;n",0,"color",1
"1747","55","queso","food","rightpredicate1","corto",0,"size",1
"1748","55","sof&aacute; ","furniture","rightpredicate1","americano",0.97,"nationality",0.03
"1749","55","escritorio","furniture","rightpredicate1","largo",0.42,"size",0.58
"1750","55","escritorio","furniture","rightpredicate1","enorme",0.49,"size",0.51
"1751","55","ventilador","furniture","rightpredicate1","mexicano",1,"nationality",0
"1752","55","escritorio","furniture","rightpredicate1","redondo",0.97,"shape",0.03
"1753","55","tomate","food","rightpredicate1","duro",0.95,"texture",0.05
"1754","55","silla","furniture","rightpredicate1","podrido",0.97,"age",0.03
"1755","55","manzana","food","rightpredicate1","rojo",0,"color",1
"1756","55","sof&aacute; ","furniture","rightpredicate1","podrido",0.96,"age",0.04
"1757","55","tomate","food","rightpredicate1","peque&ntilde;o",0.96,"size",0.04
"1758","55","televisi&oacute;n ","furniture","rightpredicate1","largo",1,"size",0
"1759","55","queso","food","rightpredicate1","mexicano",0.96,"nationality",0.04
"1760","55","ventilador","furniture","rightpredicate1","podrido",0.03,"age",0.97
"1761","55","pl&aacute;tano","food","rightpredicate1","espa&ntilde;ol",1,"nationality",0
"1762","55","silla","furniture","rightpredicate1","morado",0.03,"color",0.97
"1763","55","televisi&oacute;n ","furniture","rightpredicate1","fresco",0.99,"age",0.01
"1764","55","sof&aacute; ","furniture","rightpredicate1","peque&ntilde;o",1,"size",0
"1765","55","zanahoria","food","rightpredicate1","min&uacute;sculo",0.02,"size",0.98
"1766","55","zanahoria","food","rightpredicate1","malo",0.03,"quality",0.97
"1767","55","manzana","food","rightpredicate1","morado",0.05,"color",0.95
"1768","55","manzana","food","rightpredicate1","americano",0.04,"nationality",0.96
"1769","58","ventilador","furniture","rightpredicate1","verde",0.92,"color",0.08
"1770","58","zanahoria","food","rightpredicate1","amarillo",0.94,"color",0.0600000000000001
"1771","58","zanahoria","food","rightpredicate1","mexicano",0.1,"nationality",0.9
"1772","58","zanahoria","food","rightpredicate1","espa&ntilde;ol",0.14,"nationality",0.86
"1773","58","escritorio","furniture","rightpredicate1","morado",0.91,"color",0.09
"1774","58","zanahoria","food","rightpredicate1","americano",0.07,"nationality",0.93
"1775","58","tomate","food","rightpredicate1","bueno",0.11,"quality",0.89
"1776","58","ventilador","furniture","rightpredicate1","americano",0.11,"nationality",0.89
"1777","58","queso","food","rightpredicate1","redondo",0.92,"shape",0.08
"1778","58","manzana","food","rightpredicate1","mexicano",0.12,"nationality",0.88
"1779","58","pl&aacute;tano","food","rightpredicate1","americano",0.91,"nationality",0.09
"1780","58","tomate","food","rightpredicate1","americano",0.1,"nationality",0.9
"1781","58","tomate","food","rightpredicate1","americano",0.1,"nationality",0.9
"1782","58","zanahoria","food","rightpredicate1","suave",0.09,"texture",0.91
"1783","58","sof&aacute; ","furniture","rightpredicate1","enorme",0.96,"size",0.04
"1784","58","televisi&oacute;n ","furniture","rightpredicate1","rojo",0.08,"color",0.92
"1785","58","zanahoria","food","rightpredicate1","podrido",0.96,"age",0.04
"1786","58","escritorio","furniture","rightpredicate1","verde",0.91,"color",0.09
"1787","58","escritorio","furniture","rightpredicate1","morado",0.08,"color",0.92
"1788","58","escritorio","furniture","rightpredicate1","liso",0.1,"texture",0.9
"1789","58","manzana","food","rightpredicate1","malo",0.08,"quality",0.92
"1790","58","televisi&oacute;n ","furniture","rightpredicate1","viejo",0.96,"age",0.04
"1791","58","televisi&oacute;n ","furniture","rightpredicate1","rojo",0.92,"color",0.08
"1792","58","pl&aacute;tano","food","rightpredicate1","marr&oacute;n",0.97,"color",0.03
"1793","58","sof&aacute; ","furniture","rightpredicate1","nuevo",0.14,"age",0.86
"1794","58","silla","furniture","rightpredicate1","viejo",0.9,"age",0.1
"1795","59","tomate","food","rightpredicate1","mexicano",0,"nationality",1
"1796","59","queso","food","rightpredicate1","viejo",0.49,"age",0.51
"1797","59","escritorio","furniture","rightpredicate1","cuadrado",0.2,"shape",0.8
"1798","59","silla","furniture","rightpredicate1","grande",0.24,"size",0.76
"1799","59","silla","furniture","rightpredicate1","liso",0.72,"texture",0.28
"1800","59","escritorio","furniture","rightpredicate1","peque&ntilde;o",0.24,"size",0.76
"1801","59","escritorio","furniture","rightpredicate1","peque&ntilde;o",0.25,"size",0.75
"1802","59","televisi&oacute;n ","furniture","rightpredicate1","podrido",0.23,"age",0.77
"1803","59","sof&aacute; ","furniture","rightpredicate1","fresco",0.19,"age",0.81
"1804","59","pl&aacute;tano","food","rightpredicate1","morado",0.19,"color",0.81
"1805","59","silla","furniture","rightpredicate1","podrido",0.19,"age",0.81
"1806","59","tomate","food","rightpredicate1","viejo",0.46,"age",0.54
"1807","59","zanahoria","food","rightpredicate1","azul",0.29,"color",0.71
"1808","59","pl&aacute;tano","food","rightpredicate1","cuadrado",0.25,"shape",0.75
"1809","59","queso","food","rightpredicate1","duro",0.26,"texture",0.74
"1810","59","tomate","food","rightpredicate1","marr&oacute;n",0.2,"color",0.8
"1811","59","televisi&oacute;n ","furniture","rightpredicate1","enorme",0.26,"size",0.74
"1812","59","manzana","food","rightpredicate1","podrido",0.22,"age",0.78
"1813","59","tomate","food","rightpredicate1","malo",0.2,"quality",0.8
"1814","59","tomate","food","rightpredicate1","min&uacute;sculo",0.2,"size",0.8
"1815","59","silla","furniture","rightpredicate1","peque&ntilde;o",0.74,"size",0.26
"1816","59","escritorio","furniture","rightpredicate1","corto",0.7,"size",0.3
"1817","59","ventilador","furniture","rightpredicate1","largo",0.25,"size",0.75
"1818","59","queso","food","rightpredicate1","redondo",0.73,"shape",0.27
"1819","59","tomate","food","rightpredicate1","malo",0.49,"quality",0.51
"1820","59","pl&aacute;tano","food","rightpredicate1","grande",0.32,"size",0.68
"1821","69","sof&aacute; ","furniture","rightpredicate1","podrido",0.78,"age",0.22
"1822","69","queso","food","rightpredicate1","cuadrado",0,"shape",1
"1823","69","televisi&oacute;n ","furniture","rightpredicate1","espa&ntilde;ol",0.12,"nationality",0.88
"1824","69","manzana","food","rightpredicate1","nuevo",0.12,"age",0.88
"1825","69","manzana","food","rightpredicate1","malo",1,"quality",0
"1826","69","tomate","food","rightpredicate1","cuadrado",0,"shape",1
"1827","69","televisi&oacute;n ","furniture","rightpredicate1","morado",0,"color",1
"1828","69","manzana","food","rightpredicate1","nuevo",0.96,"age",0.04
"1829","69","zanahoria","food","rightpredicate1","bueno",0.04,"quality",0.96
"1830","69","manzana","food","rightpredicate1","malo",0.02,"quality",0.98
"1831","69","pl&aacute;tano","food","rightpredicate1","cuadrado",0,"shape",1
"1832","69","ventilador","furniture","rightpredicate1","americano",0,"nationality",1
"1833","69","pl&aacute;tano","food","rightpredicate1","viejo",0.03,"age",0.97
"1834","69","escritorio","furniture","rightpredicate1","enorme",0.03,"size",0.97
"1835","69","sof&aacute; ","furniture","rightpredicate1","liso",0.96,"texture",0.04
"1836","69","tomate","food","rightpredicate1","peque&ntilde;o",0.04,"size",0.96
"1837","69","televisi&oacute;n ","furniture","rightpredicate1","viejo",0.95,"age",0.05
"1838","69","televisi&oacute;n ","furniture","rightpredicate1","liso",1,"texture",0
"1839","69","silla","furniture","rightpredicate1","viejo",0.01,"age",0.99
"1840","69","silla","furniture","rightpredicate1","redondo",0.03,"shape",0.97
"1841","69","televisi&oacute;n ","furniture","rightpredicate1","espa&ntilde;ol",0.02,"nationality",0.98
"1842","69","televisi&oacute;n ","furniture","rightpredicate1","liso",0.96,"texture",0.04
"1843","69","televisi&oacute;n ","furniture","rightpredicate1","marr&oacute;n",0.96,"color",0.04
"1844","69","escritorio","furniture","rightpredicate1","marr&oacute;n",0.03,"color",0.97
"1845","69","ventilador","furniture","rightpredicate1","corto",0.03,"size",0.97
"1846","69","zanahoria","food","rightpredicate1","duro",0.94,"texture",0.0600000000000001
"1847","84","zanahoria","food","rightpredicate1","marr&oacute;n",0.58,"color",0.42
"1848","84","queso","food","rightpredicate1","duro",0.18,"texture",0.82
"1849","84","queso","food","rightpredicate1","redondo",0.13,"shape",0.87
"1850","84","escritorio","furniture","rightpredicate1","mexicano",0.89,"nationality",0.11
"1851","84","tomate","food","rightpredicate1","peque&ntilde;o",0.15,"size",0.85
"1852","84","sof&aacute; ","furniture","rightpredicate1","amarillo",0.14,"color",0.86
"1853","84","queso","food","rightpredicate1","viejo",0.89,"age",0.11
"1854","84","televisi&oacute;n ","furniture","rightpredicate1","verde",0.87,"color",0.13
"1855","84","escritorio","furniture","rightpredicate1","azul",0.84,"color",0.16
"1856","84","pl&aacute;tano","food","rightpredicate1","largo",0.12,"size",0.88
"1857","84","manzana","food","rightpredicate1","rojo",0.12,"color",0.88
"1858","84","sof&aacute; ","furniture","rightpredicate1","rojo",0.9,"color",0.1
"1859","84","escritorio","furniture","rightpredicate1","azul",0.91,"color",0.09
"1860","84","ventilador","furniture","rightpredicate1","rojo",0.1,"color",0.9
"1861","84","queso","food","rightpredicate1","espa&ntilde;ol",0.11,"nationality",0.89
"1862","84","escritorio","furniture","rightpredicate1","redondo",0.12,"shape",0.88
